MI_dir_L5_weight,MI_dir_L5_mean,MI_dir_L5_variance,MI_dir_L3_weight,MI_dir_L3_mean,MI_dir_L3_variance,MI_dir_L1_weight,MI_dir_L1_mean,MI_dir_L1_variance,MI_dir_L0.1_weight,MI_dir_L0.1_mean,MI_dir_L0.1_variance,MI_dir_L0.01_weight,MI_dir_L0.01_mean,MI_dir_L0.01_variance,H_L5_weight,H_L5_mean,H_L5_variance,H_L3_weight,H_L3_mean,H_L3_variance,H_L1_weight,H_L1_mean,H_L1_variance,H_L0.1_weight,H_L0.1_mean,H_L0.1_variance,H_L0.01_weight,H_L0.01_mean,H_L0.01_variance,HH_L5_weight,HH_L5_mean,HH_L5_std,HH_L5_magnitude,HH_L5_radius,HH_L5_covariance,HH_L5_pcc,HH_L3_weight,HH_L3_mean,HH_L3_std,HH_L3_magnitude,HH_L3_radius,HH_L3_covariance,HH_L3_pcc,HH_L1_weight,HH_L1_mean,HH_L1_std,HH_L1_magnitude,HH_L1_radius,HH_L1_covariance,HH_L1_pcc,HH_L0.1_weight,HH_L0.1_mean,HH_L0.1_std,HH_L0.1_magnitude,HH_L0.1_radius,HH_L0.1_covariance,HH_L0.1_pcc,HH_L0.01_weight,HH_L0.01_mean,HH_L0.01_std,HH_L0.01_magnitude,HH_L0.01_radius,HH_L0.01_covariance,HH_L0.01_pcc,HH_jit_L5_weight,HH_jit_L5_mean,HH_jit_L5_variance,HH_jit_L3_weight,HH_jit_L3_mean,HH_jit_L3_variance,HH_jit_L1_weight,HH_jit_L1_mean,HH_jit_L1_variance,HH_jit_L0.1_weight,HH_jit_L0.1_mean,HH_jit_L0.1_variance,HH_jit_L0.01_weight,HH_jit_L0.01_mean,HH_jit_L0.01_variance,HpHp_L5_weight,HpHp_L5_mean,HpHp_L5_std,HpHp_L5_magnitude,HpHp_L5_radius,HpHp_L5_covariance,HpHp_L5_pcc,HpHp_L3_weight,HpHp_L3_mean,HpHp_L3_std,HpHp_L3_magnitude,HpHp_L3_radius,HpHp_L3_covariance,HpHp_L3_pcc,HpHp_L1_weight,HpHp_L1_mean,HpHp_L1_std,HpHp_L1_magnitude,HpHp_L1_radius,HpHp_L1_covariance,HpHp_L1_pcc,HpHp_L0.1_weight,HpHp_L0.1_mean,HpHp_L0.1_std,HpHp_L0.1_magnitude,HpHp_L0.1_radius,HpHp_L0.1_covariance,HpHp_L0.1_pcc,HpHp_L0.01_weight,HpHp_L0.01_mean,HpHp_L0.01_std,HpHp_L0.01_magnitude,HpHp_L0.01_radius,HpHp_L0.01_covariance,HpHp_L0.01_pcc
1.993047984,382.4521535,36171.63005,3.14391004,327.6009286,44106.26101,6.358847947,268.3277313,47219.46837,9.529600921,244.0388665,46826.50167,9.951652124,241.7523405,46738.68373,1.993047984,382.4521535,36171.63005,3.14391004,327.6009286,44106.26101,6.358847947,268.3277313,47219.46837,9.529600921,244.0388665,46826.50167,9.951652124,241.7523405,46738.68373,1.600878103,380.2546699,169.958168,380.2546699,28885.77886,0,0,2.080978045,329.6706887,175.3670736,329.6706887,30753.61051,0,0,3.091201571,274.5480789,164.2017341,274.5480789,26962.20948,0,0,3.89087279,251.211122,153.3820631,251.211122,23526.05729,0,0,3.988875352,248.9947276,152.1284894,248.9947276,23143.0773,0,0,1.600878103,58649574.11,8.49E+16,2.080978045,136898116.2,1.87E+17,3.091201571,279627248.1,3.43E+17,3.89087279,366082199.4,4.17E+17,3.988875352,375376483.7,4.24E+17,1.600878103,380.2546699,169.958168,380.2546699,28885.77886,0,0,2.080978045,329.6706887,175.3670736,329.6706887,30753.61051,0,0,3.091201571,274.5480789,164.2017341,274.5480789,26962.20948,0,0,3.89087279,251.211122,153.3820631,251.211122,23526.05729,0,0,3.988875352,248.9947276,152.1284894,248.9947276,23143.0773,0,0
1.623404236,123.3988488,1954.734233,2.183822594,134.0974252,2172.93325,3.559805618,140.8229375,2334.193717,4.817878646,140.7543441,2469.795369,4.981324499,140.6167721,2486.368527,1.623404236,123.3988488,1954.734233,2.183822594,134.0974252,2172.93325,3.559805618,140.8229375,2334.193717,4.817878646,140.7543441,2469.795369,4.981324499,140.6167721,2486.368527,1,90,0,90,0,0,0,1,90,0,90,0,0,0,1,90,0,90,0,0,0,1,90,0,90,0,0,0,1,90,0,90,0,0,0,1,1505662855,0,1,1505662855,0,1,1505662855,0,1,1505662855,0,1,1505662855,0,1,90,0,90,0,0,0,1,90,0,90,0,0,0,1,90,0,90,0,0,0,1,90,0,90,0,0,0,1,90,0,90,0,0,0
2.623376067,279.152786,40591.56169,3.183799858,259.0746827,35599.89411,4.559793264,226.6112704,28021.07593,5.817876974,208.0032147,23833.69495,5.981324326,206.0509814,23398.8962,2.623376067,279.152786,40591.56169,3.183799858,259.0746827,35599.89411,4.559793264,226.6112704,28021.07593,5.817876974,208.0032147,23833.69495,5.981324326,206.0509814,23398.8962,1.600781624,400.2678844,169.9547654,400.2678844,28884.6223,0,0,2.080866272,349.6797487,175.3674262,349.6797487,30753.73417,0,0,3.091126893,294.5508221,164.202769,294.5508221,26962.54936,0,0,3.89086245,271.2113617,153.3821964,271.2113617,23526.09818,0,0,3.988874283,268.9947512,152.128503,268.9947512,23143.08143,0,0,1.600781624,58648456.47,8.49E+16,2.080866272,136898953.8,1.87E+17,3.091126893,279629567.3,3.43E+17,3.89086245,366082591.5,4.17E+17,3.988874283,375376524.7,4.24E+17,1.600781624,400.2678844,169.9547654,400.2678844,28884.6223,0,0,2.080866272,349.6797487,175.3674262,349.6797487,30753.73417,0,0,3.091126893,294.5508221,164.202769,294.5508221,26962.54936,0,0,3.89086245,271.2113617,153.3821964,271.2113617,23526.09818,0,0,3.988874283,268.9947512,152.128503,268.9947512,23143.08143,0,0
2.638825925,461.1037404,32602.05434,3.79562653,396.7328807,45846.90951,7.114788701,313.5395123,53081.93396,10.4923778,277.0114815,52683.64503,10.94775811,273.5622924,52535.30499,2.638825925,461.1037404,32602.05434,3.79562653,396.7328807,45846.90951,7.114788701,313.5395123,53081.93396,10.4923778,277.0114815,52683.64503,10.94775811,273.5622924,52535.30499,1.267283773,562.5502793,117.4515424,754.3361852,41084.82268,155.857274,0.006745509,1.727262606,511.0611542,188.6961762,668.8569645,68812.50457,5595.80813,0.122208133,3.209572957,423.3266672,246.083048,549.4939443,92243.76273,9846.327523,0.151684558,4.765694716,382.2813059,258.7351,502.891859,97018.57081,5841.23008,0.085194682,4.97588967,378.4248446,259.5588295,498.937166,97315.82378,5231.710036,0.076061007,1.267283773,35937134.31,5.28E+16,1.727262606,106852112.2,1.49E+17,3.209572957,233033522.2,2.97E+17,4.765694716,294588174.5,3.57E+17,4.97588967,300481939.1,3.62E+17,1.201648706,590,0,590,0,0,0,1.470002009,590,0,590,0,0,0,2.200232916,590,0,590,0,0,0,2.897913805,590,1.08E-05,590,1.16E-10,0,0,2.989522443,590,0,590,0,0,0
1.161381861,124.3465088,22831.85572,1.709822661,205.6412031,44952.9756,5.068654407,265.4913534,52002.34465,10.92208172,258.0579993,51424.40889,11.88674576,256.4371434,51308.41472,1.161381861,124.3465088,22831.85572,1.709822661,205.6412031,44952.9756,5.068654407,265.4913534,52002.34465,10.92208172,258.0579993,51424.40889,11.88674576,256.4371434,51308.41472,1.077502882,105.4282729,131.1002802,513.4933147,42344.62272,-299.0077095,-0.011593782,1.323016538,177.6857642,211.1707934,466.6458683,73864.07036,-1334.605648,-0.026044708,2.835422485,298.7150197,260.1925401,460.4006849,97082.8979,-2823.1948,-0.041133417,5.506663152,325.5715895,263.2116311,461.2570703,98645.28588,-3491.42448,-0.050056572,5.948158815,326.572691,263.3406663,460.8499269,98695.15882,-3644.171487,-0.052219786,1.077502882,2584895.437,3.8853E+15,1.323016538,26088109.38,3.86E+16,2.835422485,150846997,2.04E+17,5.506663152,241091498.6,3.05E+17,5.948158815,249965140.9,3.14E+17,1,70,0,70,0,0,0,1,70,0,70,0,0,0,1,70,0,70,0,0,0,1,70,0,70,0,0,0,1,70,0,70,0,0,0
1.742008449,346.8790065,46470.0154,2.30680671,338.4476474,48514.74533,5.634249838,309.2431666,51643.63992,11.82465585,279.5336349,52067.85806,12.87609989,276.2849901,52002.07092,1.742008449,346.8790065,46470.0154,2.30680671,338.4476474,48514.74533,5.634249838,309.2431666,51643.63992,11.82465585,279.5336349,52067.85806,12.87609989,276.2849901,52002.07092,1.051434098,505.5552764,47.12285571,505.5552764,2220.56353,0,0,1.26448632,473.8630839,109.2320153,473.8630839,11931.63317,0,0,2.554196396,367.5134912,172.7379905,367.5134912,29838.41336,0,0,4.632326584,307.5087239,173.0888671,307.5087239,29959.75591,0,0,4.961541876,302.0035057,172.0762676,302.0035057,29610.24188,0,0,1.051434098,2869023.289,4.31155E+15,1.26448632,28634299.5,4.23E+16,2.554196396,170149665.4,2.27E+17,4.632326584,287054481.6,3.50E+17,4.961541876,299719260.1,3.61E+17,1.051434098,505.5552764,47.12285571,505.5552764,2220.56353,0,0,1.26448632,473.8630839,109.2320153,473.8630839,11931.63317,0,0,2.554196396,367.5134912,172.7379905,367.5134912,29838.41336,0,0,4.632326584,307.5087239,173.0888671,307.5087239,29959.75591,0,0,4.961541876,302.0035057,172.0762676,302.0035057,29610.24188,0,0
1.084286442,512.3450536,7738.745426,1.404654206,453.3753982,25532.46993,3.292580458,319.361845,39233.01761,6.431283552,258.3814608,33912.21685,6.940337857,253.0154124,33129.81387,1.084286442,512.3450536,7738.745426,1.404654206,453.3753982,25532.46993,3.292580458,319.361845,39233.01761,6.431283552,258.3814608,33912.21685,6.940337857,253.0154124,33129.81387,1.051431508,525.5562314,47.1194294,525.5562314,2220.240627,0,0,1.264473688,493.8664194,109.2278207,493.8664194,11930.71681,0,0,2.554161931,387.5164149,172.7374656,387.5164149,29838.23201,0,0,4.632317652,327.5090205,173.0889168,327.5090205,29959.77311,0,0,4.961540893,322.003535,172.0762735,322.003535,29610.2439,0,0,1.051431508,2868831.227,4.31126E+15,1.264473688,28633393.1,4.23E+16,2.554161931,170149599.4,2.27E+17,4.632317652,287054636.6,3.50E+17,4.961540893,299719277.9,3.61E+17,1.051431508,525.5562314,47.1194294,525.5562314,2220.240627,0,0,1.264473688,493.8664194,109.2278207,493.8664194,11930.71681,0,0,2.554161931,387.5164149,172.7374656,387.5164149,29838.23201,0,0,4.632317652,327.5090205,173.0889168,327.5090205,29959.77311,0,0,4.961540893,322.003535,172.0762735,322.003535,29610.2439,0,0
1.032720562,82.64585713,3756.870991,1.212458203,120.3389763,18608.13745,3.5444282,242.873317,48281.36386,11.92103804,262.2923817,50946.52614,13.77414607,261.599144,50981.78408,1.032720562,82.64585713,3756.870991,1.212458203,120.3389763,18608.13745,3.5444282,242.873317,48281.36386,11.92103804,262.2923817,50946.52614,13.77414607,261.599144,50981.78408,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,1505662857,0,1,1505662857,0,1,1505662857,0,1,1505662857,0,1,1505662857,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0
1.051818667,490.8475331,8819.557612,1.201357971,446.3542301,24520.40687,2.948259786,334.1565493,48139.26448,12.22856202,282.712413,51462.39474,14.69196219,278.642535,51488.94064,1.051818667,490.8475331,8819.557612,1.201357971,446.3542301,24520.40687,2.948259786,334.1565493,48139.26448,12.22856202,282.712413,51462.39474,14.69196219,278.642535,51488.94064,1.00099096,511.9936199,1.496458465,511.9936199,2.239387937,0,0,1.01934098,511.27639,15.92053718,511.27639,253.4635041,0,0,1.634028924,455.936962,128.5887324,455.936962,16535.06211,0,0,5.029810724,348.164583,175.1119285,348.164583,30664.1875,0,0,5.89288726,337.6390923,175.4963033,337.6390923,30798.95247,0,0,1.00099096,2842.279968,4.27648E+12,1.01934098,543309.2988,8.17742E+14,1.634028924,66020747.67,9.50E+16,5.029810724,229983849,2.93E+17,5.89288726,248858070.2,3.13E+17,1.00099096,511.9936199,1.496458465,511.9936199,2.239387937,0,0,1.01934098,511.27639,15.92053718,511.27639,253.4635041,0,0,1.634028924,455.936962,128.5887324,455.936962,16535.06211,0,0,5.029810724,348.164583,175.1119285,348.164583,30664.1875,0,0,5.89288726,337.6390923,175.4963033,337.6390923,30798.95247,0,0
1.001021905,531.979935,8.29416068,1.021484698,530.3463034,664.3062227,1.81731538,436.3685888,28834.09017,6.594779635,299.8716324,38400.98064,7.844301701,288.5806671,37563.66021,1.001021905,531.979935,8.29416068,1.021484698,530.3463034,664.3062227,1.81731538,436.3685888,28834.09017,6.594779635,299.8716324,38400.98064,7.844301701,288.5806671,37563.66021,1.00099094,531.9936209,1.496332775,531.9936209,2.239011774,0,0,1.019340586,531.2764678,15.9196834,531.2764678,253.4363196,0,0,1.634018168,475.9386784,128.5871381,475.9386784,16534.65209,0,0,5.029801555,368.1648947,175.1119077,368.1648947,30664.18023,0,0,5.892886121,357.6391235,175.4963031,357.6391235,30798.9524,0,0,1.00099094,2842.033614,4.27611E+12,1.019340586,543281.2271,8.177E+14,1.634018168,66020036.63,9.50E+16,5.029801555,229983869.2,2.93E+17,5.892886121,248858075.1,3.13E+17,1.00099094,531.9936209,1.496332775,531.9936209,2.239011774,0,0,1.019340586,531.2764678,15.9196834,531.2764678,253.4363196,0,0,1.634018168,475.9386784,128.5871381,475.9386784,16534.65209,0,0,5.029801555,368.1648947,175.1119077,368.1648947,30664.18023,0,0,5.892886121,357.6391235,175.4963031,357.6391235,30798.9524,0,0
1.000000974,511.9999794,0.009027665,1.000288198,511.9810865,8.305920691,1.183191394,484.4648186,11592.08114,10.26209694,305.0555645,51071.3826,15.28937373,293.9052572,51450.03098,1.000000974,511.9999794,0.009027665,1.000288198,511.9810865,8.305920691,1.183191394,484.4648186,11592.08114,10.26209694,305.0555645,51071.3826,15.28937373,293.9052572,51450.03098,1.000000927,512,0.001440906,512,2.08E-06,0,0,1.000244533,511.9998231,0.249184693,511.9998231,0.062093011,0,0,1.101531092,506.8325186,42.27390595,506.8325186,1787.083124,0,0,4.809654354,382.2284481,169.4377733,382.2284481,28709.15903,0,0,6.73141064,363.5416731,173.4041462,363.5416731,30068.99792,0,0,1.000000927,4.011071378,3964731.887,1.000244533,136.8320221,1.99988E+11,1.101531092,6085314.051,9.12539E+15,4.809654354,182166723.7,2.41E+17,6.73141064,211888394.8,2.74E+17,1.000000927,512,0.001440906,512,2.08E-06,0,0,1.000244533,511.9998231,0.249184693,511.9998231,0.062093011,0,0,1.101531092,506.8325186,42.27390595,506.8325186,1787.083124,0,0,4.809654354,382.2284481,169.4377733,382.2284481,28709.15903,0,0,6.73141064,363.5416731,173.4041462,363.5416731,30068.99792,0,0
1.000000923,532,7.66E-06,1.000244378,531.999596,0.162969834,1.112816714,522.3049429,3756.34121,5.994529727,338.5949983,39484.2694,8.629282918,316.7891909,39281.39406,1.000000923,532,7.66E-06,1.000244378,531.999596,0.162969834,1.112816714,522.3049429,3756.34121,5.994529727,338.5949983,39484.2694,8.629282918,316.7891909,39281.39406,1.000000923,532,0.001437488,532,2.07E-06,0,0,1.000243865,531.9998236,0.248830618,531.9998236,0.061916677,0,0,1.101437847,526.8369853,42.25590408,526.8369853,1785.561429,0,0,4.809299898,402.2312056,169.4370291,402.2312056,28708.90684,0,0,6.731357249,383.5419051,173.40411,383.5419051,30068.98537,0,0,1.000000923,4.012375245,3946346.93,1.000243865,136.4635308,1.99431E+11,1.101437847,6080174.571,9.11772E+15,4.809299898,182163215.4,2.41E+17,6.731357249,211888105.8,2.74E+17,1.000000923,532,0.001437488,532,2.07E-06,0,0,1.000243865,531.9998236,0.248830618,531.9998236,0.061916677,0,0,1.101437847,526.8369853,42.25590408,526.8369853,1785.561429,0,0,4.809299898,402.2312056,169.4370291,402.2312056,28708.90684,0,0,6.731357249,383.5419051,173.40411,383.5419051,30068.98537,0,0
1.053217397,131.3229875,8543.630947,1.172083034,171.9571896,22307.23957,1.618919669,267.6258809,41580.07624,6.652963518,304.2351228,40223.32473,9.578805358,295.2009883,39178.68485,1.053217397,131.3229875,8543.630947,1.172083034,171.9571896,22307.23957,1.618919669,267.6258809,41580.07624,6.652963518,304.2351228,40223.32473,9.578805358,295.2009883,39178.68485,1,110,2.44E-05,110,5.95E-10,0,0,1.00000008,109.9999984,0.005657277,109.9999984,3.20E-05,0,0,1.004309084,109.9141881,1.30723931,109.9141881,1.708874613,0,0,1.58001403,102.6581154,9.640250114,102.6581154,92.93442227,0,0,1.946986635,100.2722842,9.996292379,100.2722842,99.92586133,0,0,1,7.860639899,3368064.593,1.00000008,128.3294447,1.81389E+11,1.004309084,6460198.462,9.68513E+15,1.58001403,552720147.6,5.27E+17,1.946986635,732333023,5.66E+17,1,110,2.44E-05,110,5.95E-10,0,0,1.00000008,109.9999984,0.005657277,109.9999984,3.20E-05,0,0,1.004309084,109.9141881,1.30723931,109.9141881,1.708874613,0,0,1.58001403,102.6581154,9.640250114,102.6581154,92.93442227,0,0,1.946986635,100.2722842,9.996292379,100.2722842,99.92586133,0,0
1,70,0,1,70,0,1,70.00000001,3.80E-06,1.862132104,178.8263007,37382.15239,12.93502868,276.5952641,51048.61979,1,70,0,1,70,0,1,70.00000001,3.80E-06,1.862132104,178.8263007,37382.15239,12.93502868,276.5952641,51048.61979,1,70,0,129.4241735,11123.88255,8.50E-61,0,1,70,0,182.8177773,35893.00747,1.89E-34,0,1,70,0.000289901,286.8114297,64449.72989,1.66E-08,2.26E-07,1.302102488,129.2954961,166.4695624,328.4009938,73742.01964,2575.882572,0.059192103,5.449478726,279.4906297,257.8485604,412.3218689,95489.0502,7979.473762,0.118205102,1,41.8806839,0,1,41.8806839,0,1,41.88078953,159052.3411,1.302102488,55935983.61,8.11E+16,5.449478726,204095597.9,2.66E+17,1,70,0,70,0,0,0,1,70,0,70,0,0,0,1,70,0,70,0,0,0,1,70,0,70,0,0,0,1,70,0,70,0,0,0
1.681993419,72.37813059,3.857017258,1.794818762,72.22863728,3.947724995,1.926309327,72.0765097,3.994148076,2.847932447,142.01844,26759.69856,13.92513109,262.0463696,50118.552,1.681993419,72.37813059,3.857017258,1.794818762,72.22863728,3.947724995,1.926309327,72.0765097,3.994148076,2.847932447,142.01844,26759.69856,13.92513109,262.0463696,50118.552,1,74,0,104.6518036,0,0,0,1,74,0,104.6518036,0,0,0,1,74,0,104.6518036,0,0,0,1.05947813,74,0,104.6518036,0,0,0,1.75411179,74,9.54E-07,104.6518036,9.09E-13,0,0,1,40.71496892,0,1,40.71496892,0,1,40.71580318,1256112.487,1.05947813,84526570,1.20E+17,1.75411179,647300907.1,5.56E+17,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0,1,74,0,74,0,0,0
1.8592484,68.94764191,11.89436599,2.199491748,69.39678429,11.77208363,2.684166077,69.81267448,11.13737426,3.809930462,122.0657294,20854.69071,14.90643727,248.8945771,49161.7349,1.8592484,68.94764191,11.89436599,2.199491748,69.39678429,11.77208363,2.684166077,69.81267448,11.13737426,3.809930462,122.0657294,20854.69071,14.90643727,248.8945771,49161.7349,1.510851226,68.7049717,3.784560965,100.9770921,14.3229017,0,0,1.668308006,69.20472241,3.920144583,101.3177852,15.36753355,0,0,1.874296798,69.73173256,3.990993934,101.6784861,15.92803258,0,0,2.045340761,70.08867131,3.999017054,101.9236079,15.9921374,-3.74E-14,-6.94E-09,2.75175698,71.09276653,3.847838525,102.6166724,14.80586132,0,0,1.510851226,13.89488018,367.4640527,1.668308006,16.42619023,394.264813,1.874296798,19.09596248,586343.1446,2.045340761,43200170.31,6.32E+16,2.75175698,412069049.2,4.51E+17,1.510851226,68.7049717,3.784560965,100.9770921,14.3229017,0,0,1.668308006,69.20472241,3.920144583,101.3177852,15.36753355,0,0,1.874296798,69.73173256,3.990993934,101.6784861,15.92803258,0,0,1.98665629,69.97313333,3.999909772,101.8441917,15.99927818,0,0,1.998657548,69.99731329,3.999999098,101.8608063,15.99999278,0,0
1.001808043,138.8735709,8.862137548,1.03428034,136.6930607,155.6385981,1.670476632,111.2303898,1154.624001,4.316457799,125.9889163,16074.29937,15.70109214,241.8954094,46750.81424,1.001808043,138.8735709,8.862137548,1.03428034,136.6930607,155.6385981,1.670476632,111.2303898,1154.624001,4.316457799,125.9889163,16074.29937,15.70109214,241.8954094,46750.81424,1.001469241,138.8968712,2.694405326,157.3796074,7.259820062,0,0,1.026001537,137.2312068,10.98700293,155.9115266,120.7142335,0,0,1.468179751,116.9114239,32.36064594,138.36286,1047.211406,0,0,2.780422605,94.8731514,33.22501234,120.3200518,1103.901445,2.67E-13,5.97E-09,3.713849873,89.37762881,30.30111258,116.0360312,918.1574235,0,0,1.001469241,2.018664004,0.746329521,1.026001537,2.366781226,15.13133718,1.468179751,7.452464816,187039.2062,2.780422605,27662903.34,4.09E+16,3.713849873,301114363,3.63E+17,1.001469241,138.8968712,2.694405326,157.3796074,7.259820062,0,0,1.026001537,137.2312068,10.98700293,155.9115266,120.7142335,0,0,1.468179751,116.9114239,32.36064594,138.36286,1047.211406,0,0,2.729339108,95.26382237,33.41040835,120.6283377,1116.255386,0,0,2.971124839,93.22174527,32.76871667,119.0222407,1073.788792,0,0
1.481829749,89.69547137,1168.17985,1.666658971,94.27702844,1261.65436,2.442986354,92.71600482,1176.626297,5.25372766,114.5705634,13569.2963,16.67812347,231.3489345,45691.54065,1.481829749,89.69547137,1168.17985,1.666658971,94.27702844,1261.65436,2.442986354,92.71600482,1176.626297,5.25372766,114.5705634,13569.2963,16.67812347,231.3489345,45691.54065,1.481666799,89.69763743,34.17990137,604.2828791,386499.3123,3946.877835,0.185741739,1.66132276,94.35500688,35.55007258,597.7246187,384976.1872,4565.338091,0.206974428,2.26823884,94.4660698,34.99225081,559.7127906,374748.26,6373.593135,0.297538935,3.74001533,87.15308908,31.17763632,473.1711983,340712.9898,8912.401624,0.489731569,4.708416991,84.41255693,28.54073704,406.0986824,303536.7214,9470.904251,0.602311873,1.481666799,0.798779843,0.959396831,1.66132276,1.069273521,7.136685694,2.26823884,4.260004417,104592.0298,3.74001533,20266435.49,3.01E+16,4.708416991,237162006.3,3.01E+17,1.481666799,89.69763743,34.17990137,604.2828791,386499.3123,3946.877835,0.185741739,1.66132276,94.35500688,35.55007258,597.7246187,384976.1872,4565.338091,0.206974428,2.26823884,94.4660698,34.99225081,559.7127906,374748.26,6373.593135,0.297538935,3.689674218,87.33254697,31.3514712,478.2947643,343172.5951,8850.063391,0.481873504,3.966778468,86.35931383,30.70517481,465.5552525,337009.9147,9085.371022,0.509695271
2.463441214,80.07662143,829.3742539,2.654218707,83.62341185,974.0681711,3.436892861,84.9427032,981.5218892,6.252415759,106.8022759,11716.01155,17.67770696,221.9954061,44565.94973,2.463441214,80.07662143,829.3742539,2.654218707,83.62341185,974.0681711,3.436892861,84.9427032,981.5218892,6.252415759,106.8022759,11716.01155,17.67770696,221.9954061,44565.94973,2.463280286,80.07727975,28.79968409,602.9299317,386498.4366,5062.933066,0.282775052,2.648922326,83.65065115,31.2352995,596.12858,384975.3491,5966.815693,0.307879793,3.262581216,85.74105488,31.95927531,558.3064554,374747.6515,7331.564003,0.374740864,4.739081417,82.68954705,29.00736054,472.369435,340712.6422,8786.661091,0.518946038,5.708299405,81.18698034,26.84884641,405.4404838,303536.4844,9049.835339,0.611801038,2.463280286,0.47596767,0.722402542,2.648922326,0.66697009,4.709375974,3.262581216,2.955392776,72537.81905,4.739081417,15989987.44,2.38E+16,5.708299405,195615130.5,2.56E+17,2.463280286,80.07727975,28.79968409,602.9299317,386498.4366,5062.933066,0.282775052,2.648922326,83.65065115,31.2352995,596.12858,384975.3491,5966.815693,0.307879793,3.262581216,85.74105488,31.95927531,558.3064554,374747.6515,7331.564003,0.374740864,4.688752875,82.78281967,29.14857716,477.4849767,343172.2392,8755.634653,0.512760854,4.966679403,82.26013364,28.62925774,464.8123188,337009.5926,8896.566746,0.535293369
1.00036821,60.00738969,0.45357672,1.013448338,60.31347984,20.23296158,1.590305228,69.25847934,509.5430679,6.242505715,99.30492177,10133.88216,18.36900886,213.1764542,43490.65666,1.00036821,60.00738969,0.45357672,1.013448338,60.31347984,20.23296158,1.590305228,69.25847934,509.5430679,6.242505715,99.30492177,10133.88216,18.36900886,213.1764542,43490.65666,1.000000024,60.00000024,0.001550931,84.85281445,2.00E-05,1.67E-13,2.41E-08,1.000026836,60.00026835,0.051801687,84.85356001,0.020637257,1.99E-07,2.69E-05,1.029938983,60.29068695,1.67999126,85.61473255,20.01373039,0.217535771,0.029089792,1.916787899,93.1436109,120.2195441,146.2142449,25057.0938,4366.99059,0.253898314,6.261593979,244.4371545,249.6657754,354.6902894,88873.09404,20843.29777,0.331695424,1.000000024,5.061831883,3.26E-05,1.000026836,5.062819027,0.03637712,1.029938983,6.132110087,4661.705114,1.916787899,26753840.63,3.96E+16,6.261593979,171500767.6,2.29E+17,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,6.74E-07,84.85281374,6.43E-13,4.95E-29,1.09E-16,1.034166098,60,9.54E-07,84.85281374,9.09E-13,0,0,1.713443423,60,0,84.85281374,9.09E-13,-2.95E-29,0
1.553782267,191.2951606,9545.417959,1.710737307,179.3770668,10083.91588,2.412915922,149.9664389,9501.785951,7.169110253,122.2777974,11976.1006,19.34729661,215.803361,41369.37154,1.553782267,191.2951606,9545.417959,1.710737307,179.3770668,10083.91588,2.412915922,149.9664389,9501.785951,7.169110253,122.2777974,11976.1006,19.34729661,215.803361,41369.37154,1.00020382,263.9625206,2.657241638,653.290398,386497.5467,2.192408727,0.001327141,1.009412579,262.3182769,17.59452099,645.8968423,384974.2372,110.6458385,0.010135423,1.497860647,204.7500865,85.96957234,588.4531991,374819.1331,708.823583,0.013468671,4.926890729,119.4897245,77.38635663,480.1802955,340764.23,815.0396491,0.018043504,6.601988446,108.8775801,70.05073159,411.8798217,303575.2911,3715.343309,0.096267886,1.00020382,2.711744231,0.001166043,1.009412579,2.69312855,0.082555659,1.497860647,2.793032646,24110.21697,4.926890729,12744535.98,1.90E+16,6.601988446,165985401.6,2.22E+17,1.00020382,263.9625206,2.657241638,653.290398,386497.5467,2.192408727,0.001327141,1.009412579,262.3182769,17.59452099,645.8968423,384974.2372,110.6458385,0.010135423,1.497860647,204.7500865,85.96957234,588.4531991,374819.1331,708.823583,0.013468671,4.885187567,119.8780546,77.60125894,485.2933708,343224.0199,570.7039718,0.012554133,5.874180322,113.1988955,73.11430885,471.2724817,337050.9905,1106.155498,0.026061134
